
C79E  78        SEI 
C7B9  91 00     STA ($00),Y = 0700 @ 070C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 070B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 070A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0709 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0708 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0707 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0706 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0705 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0704 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0703 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0702 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0700 @ 0701 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7BE  C6 01     DEC $01 = 07
C7C0  10 F7     BPL $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0600 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06FA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06F0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06EF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06EE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06ED = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06EC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06EB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06EA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06E0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06DA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06D0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06CA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06C0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06BA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06B0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06AA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 06A0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 069A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0699 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0698 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0697 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0696 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0695 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0694 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0693 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0692 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0691 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0690 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 068A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0689 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0688 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0687 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0686 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0685 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0684 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0683 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0682 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0681 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0680 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 067A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0679 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0678 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0677 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0676 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0675 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0674 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0673 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0672 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0671 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0670 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 066A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0669 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0668 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0667 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0666 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0665 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0664 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0663 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0662 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0661 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0660 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 065A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0659 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0658 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0657 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0656 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0655 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0654 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0653 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0652 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0651 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0650 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 064A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0649 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0648 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0647 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0646 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0645 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0644 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0643 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0642 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0641 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0640 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 063A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0639 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0638 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0637 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0636 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0635 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0634 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0600 @ 0633 = 00
C7BB  88        DEY 
